,Site,N,EC average,EC std,SSEBop average,SSEBop std,r2,nse,bias,rmse,pbias
111,US-xKA,144,1.501661467374496,1.0760446447054521,2.472916666666667,2.225636351211079,0.6104753571256334,0.32998778072739465,0.9712551992921709,1.8154418399735377,64.67870558004748
112,US-xKZ,144,1.4468272238392703,1.3181065466252653,2.365277777777778,2.2862409812611237,0.8707606762032044,0.5810770462027544,0.9184505539385077,1.4746055240828586,63.48032016575736
113,US-xMB,108,0.7152006957236033,0.3646527846654737,0.4574074074074075,0.449756674339405,0.06560223150584141,-0.5736430987432461,-0.25779328831619597,0.5615788572586642,-36.044887799692916
114,US-xML,103,1.2545436338551437,0.9123463636629419,2.3058252427184462,1.550384218206068,0.749709853059704,0.20846519939220876,1.0512816088633032,1.3726373731227703,83.7979310159801
115,US-xNG,144,1.0438863023256104,1.1143389218860547,1.6722222222222223,1.8500971225477227,0.8569460564095768,0.6362079290357489,0.628335919896612,1.112008008443946,60.191988198023175
116,US-xNQ,144,0.5710251909324675,0.5021152507465955,0.5423611111111112,0.7284027800232573,0.5517202890312309,0.5473048995351715,-0.028664079821356395,0.4883838165525378,-5.019757495207661
117,US-xRM,144,1.4535523230065555,0.8492637494083902,1.4465277777777779,1.535724388627203,0.6520259148715674,0.5872468618774088,-0.007024545228777546,0.9832076430190534,-0.48326744882825007
118,US-xSB,92,1.849146067522917,0.8001546708739787,2.566304347826087,0.9954045148143328,0.3851451506948251,-0.1732146965399901,0.7171582803031703,1.0722971112959314,38.783214203508685
119,US-xSC,56,1.867668531431434,1.2289623054077043,2.7339285714285717,1.7904064328540585,0.8616238277138133,0.564794189890411,0.8662600399971376,1.1705401187466287,46.381894079096114
120,US-xSE,133,1.9253453022942515,1.324846299486561,2.8210526315789477,1.8772986972573338,0.7349312051080433,0.4825867477330511,0.895707329284696,1.3452818962774977,46.521905874097826
121,US-xSJ,101,0.859201474261012,0.5533487948778664,2.2524752475247523,1.135217517430553,0.43713469180055164,-1.1144195000733097,1.3932737732637408,1.6425325127372372,162.1591460212609
122,US-xSL,108,0.8932373384369408,0.7691092519547437,1.386111111111111,1.4796727557721854,0.5710213611618778,0.40339356939224424,0.4928737726741704,1.1376001841370469,55.17836653992106
123,US-xSR,144,0.8064166518021028,0.5520249072722143,1.1819444444444445,0.6859889270832351,0.3955062178312169,0.06282289138763641,0.3755277926423418,0.6617816400699386,46.567465069471005
124,US-xST,144,1.2650117101686333,1.3540294686702445,1.713888888888889,1.7581622283323062,0.8791248984089917,0.7854369313943694,0.4488771787202557,0.811564803766319,35.484033476687564
125,US-xTA,144,2.072393112962276,1.134228300899134,3.136805555555556,1.5544093172531246,0.8438974299249561,0.3360049779234272,1.06441244259328,1.2622185988425456,51.36151225053099
126,US-xTR,144,1.2134895158998467,1.2626943381934828,1.7048611111111114,1.7548067795976374,0.857400775705114,0.7358448720371674,0.4913715952112645,0.8987638568597751,40.49244668149395
127,US-xUK,144,1.6857978551443413,1.485309377889403,2.7034722222222225,2.1276209897785074,0.8534654547478048,0.5721284481631126,1.017674367077881,1.3868763583890424,60.367520576228614
128,US-xUN,144,1.1473340325812496,1.2195536478245301,1.677777777777778,1.7748217459768272,0.8722959817431607,0.7214238622623321,0.5304437451965286,0.9334981689073668,46.23272125931336
129,US-xWD,108,0.8920712642460985,0.9753004466116519,1.664814814814815,1.8272247898591094,0.7770759551067049,0.4756192973366197,0.7727435505687162,1.317029007371087,86.62352230589697
130,US-xYE,109,1.01360464225768,0.8998088476539254,1.3972477064220183,1.629556785663827,0.7134100798034553,0.57194011318065,0.3836430641643384,1.0612565751602674,37.84937915337685
131,AU-ASM,180,0.48155863859759257,0.7334851677516804,1.026111111111111,0.6347800295451749,0.26337677465104753,-0.8891982487826835,0.5445524725135187,0.8700661752202784,113.08123847583306
132,AU-Boy,180,0.9948265286031911,0.3768909695006888,2.108333333333334,0.7690867398465667,0.24730570789269368,-1.8606690315138632,1.1135068047301422,1.2971774601977366,111.9297458114217
133,AU-Cpr,180,0.5147106374971924,0.2550783697607305,0.5877777777777777,0.40810990352864823,0.0731742233383726,-0.08474128234242584,0.07306714028058549,0.4238678539964752,14.195770391666725
134,AU-Cum,180,1.9384241777840445,0.7085189969497809,2.1122222222222224,1.0380824369346247,0.5887509204106545,0.5533774446447643,0.17379804443817776,0.6918189157530308,8.965944937648224
135,AU-DaS,180,2.4321920893625233,1.1457359974855643,3.778888888888889,1.2458193278486316,0.4624585911633978,-0.7699900323071756,1.3466967995263661,1.6528397069630418,55.36967270867717
136,AU-Dry,180,1.9826964809449596,1.1991641022340975,3.2083333333333335,1.0944693364784686,0.38226567373228193,-1.1066879902278126,1.2256368523883736,1.5841414992647034,61.81666554450286
137,AU-GWW,180,0.6402470097365491,0.3973046340786784,0.9188888888888889,0.4854058819863179,0.08417701801035449,-0.526356353428397,0.27864187915233973,0.5980304078663156,43.52099657083852
138,AU-Lit,180,2.9968493438614714,0.793618570197083,3.7061111111111114,1.314005513831144,0.4084266589755501,0.11421353672421275,0.7092617672496393,1.2332524021897004,23.6669143446413
139,AU-Lon,132,0.7940679535103794,0.757348725188934,3.9015151515151514,1.317410416641507,0.016200665835129423,-5.790332584271531,3.1074471980047718,3.419914892042476,391.33265412204474
140,AU-Rgf,180,0.7918110042491528,0.4984882516991989,1.2922222222222224,0.8450616026968543,0.27241553470227187,-0.08481337479447304,0.5004112179730695,0.8777203092273317,63.19831566973388
141,AU-Stp,180,0.8369941482870502,0.8304228108126896,1.1505555555555556,0.9419756501035246,0.43246324695272226,0.27088113867814057,0.31356140726850545,0.8021010889364518,37.4627956372484
142,AU-War,144,1.6605930195682128,0.8163967084919261,1.8722222222222225,1.2389057005629345,0.5137931808844367,0.4810657989945456,0.21162920265400956,0.8893673281278013,12.744194402854792
143,AU-Whr,99,1.364668425007927,0.48372023132503944,1.9939393939393943,0.9311851327160809,0.5987265518592186,0.072723748399801,0.6292709689314668,0.8921462258828412,46.11163835843945
144,AU-Wom,122,2.5747010776011434,1.1949114046645906,2.6049180327868853,1.3133046110824076,0.8346569070341288,0.8341091257914872,0.030216955185741693,0.5327083286258907,1.1736102279451763
145,BE-Bra,216,1.1191126198972583,0.8963149719508176,1.741666666666667,1.3145429836311753,0.9038846731466734,0.6062560853547198,0.6225540467694083,0.8229511818038484,55.62925801217064
146,BE-Lon,216,0.9209194829872602,0.8129713033002612,1.476851851851852,1.1146889424476947,0.7546278711566768,0.4853128764518092,0.5559323688645915,0.7978434775559174,60.36709822462103
147,BE-Vie,216,1.144517927707277,0.9323792746689061,1.7212962962962963,1.4211721939383084,0.8880630535073961,0.6406132824298423,0.5767783685890195,0.8500022339886754,50.39487408855486
148,CH-Aws,72,1.1266024667590353,1.05239687698381,0.8694444444444444,1.018648495524089,0.7653821607657671,0.6757042545810162,-0.25715802231459073,0.5760469741953388,-22.82597721043276
149,CH-Cha,216,1.851376970876768,1.177665060645636,1.8212962962962962,1.4465388314421215,0.8796071293226638,0.863859220906365,-0.03008067458047135,0.5324962659513217,-1.6247730772099784
150,CH-Dav,216,1.2834885370569367,0.6340641699050675,1.3222222222222224,1.2813752302195311,0.6784301403228191,0.569377898744416,0.03873368516528554,0.838912830888767,3.017844261710557
151,CH-Fru,216,1.6702352531287983,1.1361419217907385,1.7296296296296296,1.5179704479311906,0.7902334148020496,0.7689580117725923,0.05939437650083149,0.7279492915758435,3.556048550021316
152,CH-Lae,216,1.7351272828841557,1.2914871092661937,1.95462962962963,1.5586747059383352,0.8282336417690891,0.8016682265787282,0.21950234674547386,0.6925386081168795,12.65050402415514
153,CH-Oe2,216,1.410140139217481,1.1922007272445865,1.5194444444444444,1.3742115427913864,0.7835923651270402,0.7769246851307117,0.10930430522696355,0.6475476085423181,7.751307986142356
154,CZ-BK1,216,1.338438537660293,1.0297345933827733,1.5462962962962963,1.3878158128529958,0.8163448274194443,0.7677146176185191,0.20785775863600364,0.6673215137675198,15.529869529859555
155,CZ-Lnz,216,1.5696833303454132,1.3934544219952962,2.234259259259259,1.9149916284733906,0.8702505453983168,0.7071407746556034,0.664575928913846,1.0339241720176209,42.338216636829806
156,CZ-RAJ,216,1.019956433320239,0.7216427649722603,1.7879629629629632,1.4820926495592945,0.8014497234723125,0.36494647973385486,0.7680065296427239,1.1783461078958768,75.29797396763811
157,CZ-Stn,216,1.260692067039623,1.2109027058074135,1.9500000000000002,1.6587751154755521,0.8460661315865402,0.6365473867635625,0.6893079329603771,0.9977087105018004,54.676946970803165
158,CZ-wet,216,1.2621459430151971,1.09106884993973,1.6314814814814813,1.4984424873940154,0.8529828266779803,0.7537530555771028,0.3693355384662847,0.7418530015361856,29.262506488272066
159,DE-Akm,130,1.6958847668054917,1.1413362938267886,1.8092307692307692,1.4422982388877232,0.8551069157389033,0.831090692235159,0.11334600242527759,0.5904797973249813,6.683591046034659
160,DE-Geb,216,0.9122720285413976,0.8310395412844096,1.2277777777777776,1.2959926308528171,0.6486034586432736,0.5621254538805085,0.3155057492363802,0.8555979524064886,34.584612852904435
161,DE-Gri,216,1.178953048270572,0.9330011731593163,1.787037037037037,1.5668123523444306,0.8004594152637183,0.5596105511308137,0.6080839887664652,1.037355929722982,51.578304128266595
162,DE-Hai,216,0.810019168954759,0.7810063088904357,1.8157407407407409,1.5202914064017414,0.8079566948686384,0.21996163748817943,1.0057215717859818,1.3396062835489986,124.16021871232445
163,DE-HoH,216,1.4936123598557,1.1193474725710262,1.8398148148148148,1.4373709731256403,0.8113681441509135,0.7381984295830755,0.34620245495911495,0.7337487059618786,23.178869180793473
164,DE-Hte,36,1.5573378220586274,1.2700002063808895,1.6555555555555554,1.2643336911352485,0.9288250414723069,0.9209592942072048,0.09821773349692846,0.3504853644947427,6.306771215964917
165,DE-Hzd,216,1.3416545673978975,1.0129432501032982,1.8231481481481482,1.5084016787519403,0.74507305185427,0.6059788584652924,0.4814935807502509,0.9446460738712118,35.88804394592377
166,DE-Kli,216,1.1328305089178807,1.0577547325811854,1.3472222222222223,1.2996928677143678,0.6680013835608989,0.6406524516300642,0.2143917133043414,0.7773031598644405,18.925312446708013
167,DE-Obe,216,0.8175204640461102,0.7262493571857291,1.488888888888889,1.3910901419195454,0.7451424284406934,0.3947572752619831,0.6713684248427788,1.0797231578970043,82.12252223265592
168,DE-RuR,216,1.5097658641511937,1.0613490118009932,1.6509259259259261,1.3561570445089424,0.8938188812469458,0.8564287059384325,0.1411600617747324,0.5126679242080568,9.349798212194582
169,DE-RuS,216,1.4062721148093176,1.046869535990573,1.3712962962962965,1.095704163597891,0.6587672922067358,0.6370691918278321,-0.03497581851302136,0.6585633898624498,-2.487130203656487
170,DE-RuW,216,1.7773340144679448,0.789228603323112,1.5898148148148148,1.2874304543738544,0.2443557528360973,0.20895171029378778,-0.1875191996531299,1.1423985167348272,-10.550588585301162
171,DE-Tha,216,0.872399810502313,0.7666730523916766,1.7481481481481482,1.426883511255992,0.6846589973683525,0.22204065520041816,0.8757483376458354,1.2556231803194373,100.38382942123684
172,DK-Sor,216,1.199337838694801,1.2043356165019141,1.502777777777778,1.3850670932172118,0.8504294134903054,0.7994358606849878,0.30343993908297684,0.6188562876473572,25.30062250126289
173,ES-Abr,216,0.830114869935271,0.5528113962807917,1.627777777777778,1.1348872156509924,0.6468183219386989,0.049933443397392474,0.7976629078425068,1.1036263816042624,96.0906660911526
174,ES-LM1,216,1.3368941920882291,0.8472413498632879,2.037962962962963,1.1950064779501441,0.753309900065389,0.3822680130271505,0.7010687708747338,0.9370497713879844,52.440108949808824
175,ES-LM2,216,1.2198240020827706,0.8033015547216413,2.037962962962963,1.1950064779501441,0.7319168876576443,0.2274154802060826,0.8181389608801924,1.047938062767819,67.07024615709095
176,FI-Hyy,216,0.8746993029698784,0.9254684384250147,1.2092592592592593,1.4075898607879143,0.9333347941352147,0.781339946991962,0.33455995628938096,0.656679121854466,38.24856783965016
177,FI-Let,216,1.043605220340507,1.123021100049699,1.3166666666666669,1.481137212367734,0.7689686154098146,0.720734115629351,0.27306144632615964,0.7809020988997405,26.165205099018696
178,FI-Sii,216,0.8812917786230072,1.0861270762184514,1.1712962962962963,1.3505589489507182,0.8908290792288183,0.8250089227786404,0.2900045176732891,0.5636556330907831,32.90675400676184
179,FI-Var,216,0.4460912133751441,0.5244737039310629,0.875925925925926,1.1860326965468568,0.7473568681333078,0.43707366103408773,0.4298347125507819,0.8877993055019304,96.35578995126022
180,FR-Bil,216,1.767258455772164,1.214420704650612,1.8342592592592595,1.4086881271057665,0.4639179478668777,0.42889213759072253,0.06700080348709524,1.0621021260342716,3.7912283440070307
181,FR-EM2,36,1.2398346559382558,1.1150845630801909,1.3194444444444446,1.0740628990478682,0.8466142475756094,0.8270214016451798,0.07960978850618847,0.4404622305862689,6.42100042331395
182,FR-Hes,216,1.4190122911071201,1.316474717036627,1.978703703703704,1.5382291797630774,0.8431219454906614,0.7062250473529692,0.5596914125965836,0.8318035746281396,39.44232309361533
183,IT-BCi,216,1.989373434936302,1.0835086838458186,1.4462962962962962,0.817076572760265,0.2932540109783932,-0.7660914085671553,-0.5430771386400054,1.0833323246198225,-27.298903720275842
184,IT-Cp2,216,1.1610186356305259,0.6981068144732472,2.2944444444444447,1.2321154682625264,0.31764203163478927,-0.5325230193899306,1.133425808813919,1.5217638655653782,97.62339501108683
185,IT-Lsn,216,1.3291664409388868,1.193482879507749,1.8435185185185188,1.5254292966867895,0.8268757366039998,0.6965404682333105,0.514352077579632,0.8383682622737971,38.69734156215287
186,IT-SR2,216,2.1935797368931764,1.196700084521702,2.6712962962962963,1.7374159334349566,0.8206972045314758,0.6975930472913505,0.4777165594031197,0.95321757339646,21.77794366753779
187,IT-Tor,216,1.3652504714483347,1.3876930611881386,1.0277777777777777,1.205246926998264,0.705091421660993,0.52918110038165,-0.33747269367055693,0.8250786156037311,-24.718738482657095
188,NL-Loo,36,1.7572868209692023,0.7118559966656879,1.8472222222222223,1.3559363893868663,0.115497049969067,0.07669390917399266,0.08993540125302,1.2846799263147595,5.1178555589131225
189,RU-Fy2,216,1.0406513673141735,1.0511896009177548,1.4009259259259261,1.5078396910886775,0.9092413176714318,0.7861493380309686,0.36027455861175234,0.6956692786703862,34.62010140260404
190,RU-Fyo,216,1.0718205839133703,1.0250162440236894,1.3972222222222224,1.5030176364580283,0.8044744610355709,0.7111799792345664,0.3254016383088519,0.8058794446162235,30.359711615237316
191,SE-Deg,216,0.6324550163646413,0.8987321941131569,1.1472222222222224,1.3476220803021262,0.8011396810222666,0.6024930630074277,0.514767205857581,0.8476817408831325,81.3919081259674
192,SE-Htm,216,0.9291867013460239,0.8247665748472028,1.4444444444444444,1.37521809404965,0.860759157994012,0.6121184224361634,0.5152577430984207,0.8545028368064637,55.45255246895118
193,SE-Lnn,36,0.6452448424561337,0.7417485390663151,1.0194444444444446,1.276786019535983,0.9108553716134568,0.6830500248603992,0.3741996019883109,0.7087551888873103,57.99342782251692
194,SE-Nor,216,1.0743011694951146,0.9319425112375975,1.4333333333333333,1.5005735337638602,0.8910518159529818,0.7292755954237542,0.35903216383821895,0.7789567416062075,33.420066368069946
195,SE-Ros,216,0.6190702456928897,0.6968118548179958,1.1314814814814815,1.3435564154571003,0.8091941646977683,0.5179637852299104,0.5124112357885918,0.9306536717672983,82.7710973598932
196,SE-Svb,216,0.7573687865420541,0.7732525509341446,1.114814814814815,1.3324441479504527,0.8855399493656692,0.6831319412513923,0.3574460282727609,0.7483083645138874,47.19576969956276
197,BE-Dor,36,0.8547761772761411,0.8274149238412966,1.8222222222222224,1.2752839708665702,0.786017433508452,0.13754868291917088,0.9674460449460813,1.1677690687651106,113.18121289118957
198,BE-Lcr,72,1.1729146815370193,1.1355715347747777,1.6694444444444445,1.1923038284788492,0.7028235490617579,0.5139414550379475,0.4965297629074253,0.8254564318676875,42.33298216173398
199,BE-Maa,108,0.787763576341241,0.6266039448882409,1.503703703703704,1.1975774554722187,0.7671963685143715,0.2820861324717875,0.7159401273624629,1.0099963262436829,90.88261362471705
200,CZ-KrP,108,1.2023819620828364,0.9807272402132936,1.5796296296296295,1.4286624853539787,0.8323858908744529,0.7109836671933222,0.3772476675467932,0.7644883033578102,31.375027191301395
201,DK-Gds,16,1.5093729969395175,0.7496200880292886,1.3625000000000003,1.2690547663517127,0.7935347016504808,0.6891789489267407,-0.14687299693951747,0.6850483350329314,-9.730729066792948
202,ES-Agu,108,0.55078296697067,0.3689456936184861,0.7333333333333334,0.4499221116393994,0.2463201195027344,-0.024632757506621417,0.1825503663626634,0.4533164368541707,33.14379298377694
203,ES-Cnd,108,1.125312081336846,0.6512450554333085,1.9722222222222225,0.8855890202416615,0.45628775550512274,-0.47040212204328435,0.8469101408853762,1.0688833076552093,75.26002385749432
204,ES-LJu,108,0.6099063315441766,0.35624459580615403,1.5583333333333333,0.8733997382663559,0.3270362943420148,-0.8900606037678334,0.948427001789157,1.195173440191531,155.50371470778225
205,FI-Ken,108,0.7511271465051165,0.8099678998024187,0.9185185185185185,1.241881911413823,0.7624667181344508,0.6952953615413641,0.16739137201340207,0.6823384510135015,22.285357784264537
206,FI-Qvd,96,1.0575354738827458,0.9976611754647428,1.421875,1.5029937230670485,0.8907475750619097,0.7529603128790381,0.36433952611725423,0.7431332909187578,34.45175458555354
207,FR-Aur,108,0.9132285687967552,0.7846079875683939,1.7685185185185188,1.2317185128839148,0.5896517385113351,0.08584049988965659,0.8552899497217635,1.1722020282896708,93.65562784010031
208,FR-FBn,108,1.388601225339765,0.6203437392073101,3.1138888888888894,1.5014919890383753,0.045627659732713065,-1.3268433056271474,1.7252876635491237,2.2797467199725174,124.24644542042498
209,FR-Fon,108,1.8854558825126364,1.1905815107988962,2.0638888888888896,1.6114925068669952,0.8125909127985732,0.7737672283648623,0.17843300637625237,0.7629324015426099,9.46365322207726
210,FR-Gri,84,0.9516624832049022,0.925986384739006,1.3809523809523814,1.1917867714270363,0.6024045798820762,0.47109159726639405,0.42928989774747883,0.8615652957119652,45.10946951504954
211,FR-Lam,108,1.1488231741141308,0.7985826484254728,2.1740740740740745,1.7093131577031946,0.6639562263875897,0.17997689717323162,1.0252508999599437,1.540687967576289,89.24357752014578
212,FR-LGt,108,1.0557961083483423,1.015576372208479,1.9259259259259258,1.329279923852414,0.7254382406160428,0.28525401690671637,0.8701298175775839,1.1185935695654619,82.41456950800762
213,FR-Tou,108,1.3916896032471655,0.901414069368891,1.788888888888889,1.1921341370093606,0.6318880205712468,0.5183355490496235,0.3971992856417234,0.8235262229507548,28.540795642574075
214,GF-Guy,108,2.6647928654133173,0.4341756212329932,3.277777777777779,0.9731280456067521,0.1885707477352539,-0.21206856081247483,0.6129849123644611,1.066383934050855,23.003097926314258
215,GL-Dsk,36,0.3556938932235992,0.4285648955333507,0.3277777777777778,0.49199948380409103,0.6523387032950928,0.6450086169211755,-0.027916115445821447,0.28903891916035085,-7.8483538732762534
216,IE-Cra,36,0.7397070396823747,0.5872319487190792,1.4194444444444443,0.996513764350339,0.8193696991217971,0.24099910867799867,0.6797374047620698,0.8560265141564894,91.89278569715175
217,IL-Yat,108,0.8024532025487529,0.4644697922130265,1.5481481481481483,0.623448576371553,0.22608507373964526,-1.290534044742627,0.7456949455993952,0.9391804079390247,92.92690754188754
218,IT-BFt,72,1.6047139669833024,1.0290452771038205,2.5375,1.8094772025308505,0.8554687139522874,0.45909410412529195,0.9327860330166976,1.3215296139618307,58.12786902891109
219,IT-Lav,108,1.731369486914203,1.010285485777861,1.8962962962962961,1.5975405118772292,0.8575541073233668,0.7605710168376867,0.16492680938209311,0.7780728329968707,9.525800854677184
220,IT-MBo,108,1.6383571218990658,1.4065792377064419,1.4685185185185188,1.3879082727203684,0.8113292858418485,0.7835103366534475,-0.1698386033805472,0.6427755639298207,-10.36639699064405
221,IT-Ren,108,1.9438749116115275,1.7473641702071188,1.3925925925925926,1.4033140817034628,0.7938209834598594,0.5125929169057939,-0.5512823190189349,0.9751710781121895,-28.35996882957382
